time,h_wspd_1,h_wspd_2,h_wspd_3,h_wspd_4,h_wspd_5,h_wspd_6,h_wdir_1,h_wdir_2,h_wdir_3,h_wdir_4,h_wdir_5,h_wdir_6,file_date,avg_pressure,avg_temp,avg_humidity,avg_dew_point
11,4.84,4.93,5.01,5.05,4.97,4.63,50.28,50.93,51.70,52.55,52.80,52.62,2016-08-02,1016.8,24.1,86.6,21.7
12,4.47,4.59,4.71,4.77,4.72,4.46,54.16,54.89,55.41,55.96,55.96,54.91,2016-08-02,1017.3,24.2,86.2,21.8
13,5.34,5.42,5.49,5.55,5.54,5.39,69.61,71.01,72.65,74.28,76.01,78.91,2016-08-02,1017.4,23.9,88.9,21.9
14,7.59,7.67,7.74,7.78,7.76,7.60,71.89,72.14,72.44,72.72,73.05,73.92,2016-08-02,1017.8,23.6,88.0,21.5
15,8.91,8.99,9.05,9.13,9.04,8.70,80.89,81.02,81.29,81.33,81.14,80.60,2016-08-02,1018.1,23.5,86.9,21.2
16,9.00,9.16,9.29,9.40,9.41,9.20,79.24,78.72,78.16,77.48,76.70,75.30,2016-08-02,1018.5,23.4,85.3,20.8
17,8.20,8.32,8.41,8.46,8.41,8.07,79.10,79.01,78.85,78.40,77.82,76.73,2016-08-02,1018.8,23.9,77.6,19.7
18,7.99,8.12,8.23,8.27,8.17,7.78,74.34,74.60,74.76,74.62,74.33,73.93,2016-08-02,1018.8,24.2,74.7,19.4
19,9.11,9.22,9.28,9.32,9.24,8.85,71.69,71.82,72.06,72.36,72.56,72.42,2016-08-02,1018.8,24.0,75.9,19.4
20,9.50,9.61,9.70,9.74,9.63,9.22,70.16,70.17,70.10,69.86,69.53,69.01,2016-08-02,1018.9,23.8,71.3,18.3
21,10.07,10.23,10.35,10.40,10.29,9.88,71.25,71.39,71.60,71.65,71.56,71.19,2016-08-02,1018.9,23.8,73.0,18.6
22,10.21,10.44,10.57,10.58,10.39,9.71,74.83,75.01,75.18,75.07,74.83,74.43,2016-08-02,1018.8,23.5,73.7,18.5
23,9.03,9.19,9.29,9.34,9.21,8.72,75.56,75.74,75.96,76.04,75.95,75.44,2016-08-02,1018.9,23.4,72.7,18.2
24,8.26,8.44,8.56,8.60,8.49,8.06,71.57,71.83,72.03,71.94,71.68,71.03,2016-08-02,1019.2,23.2,74.4,18.4
1,7.37,7.56,7.66,7.70,7.60,7.11,75.98,76.30,76.43,76.33,76.14,75.77,2016-08-03,1019.5,23.0,74.2,18.2
2,6.96,7.16,7.25,7.25,7.11,6.62,75.73,76.02,76.19,76.02,75.66,74.84,2016-08-03,1019.9,23.0,74.6,18.3
3,6.86,7.08,7.19,7.19,7.01,6.35,77.91,78.54,79.12,79.26,79.08,78.18,2016-08-03,1020.0,23.0,74.5,18.2
4,6.02,6.26,6.37,6.36,6.19,5.56,86.31,86.75,87.15,87.06,86.58,85.58,2016-08-03,1020.1,23.0,73.2,18.0
5,6.49,6.73,6.88,6.90,6.73,6.13,83.75,84.02,84.19,84.22,84.22,83.93,2016-08-03,1019.9,22.9,71.5,17.5
6,6.10,6.38,6.53,6.51,6.30,5.58,82.66,82.93,83.06,83.02,82.89,82.42,2016-08-03,1019.8,22.9,71.3,17.4
7,5.92,6.23,6.38,6.37,6.16,5.35,81.93,82.32,82.57,82.40,81.91,80.54,2016-08-03,1019.6,22.9,72.5,17.7
8,6.35,6.65,6.83,6.84,6.62,5.82,78.01,78.33,78.38,78.24,77.93,76.61,2016-08-03,1019.4,22.9,71.1,17.4
9,6.94,7.21,7.36,7.36,7.13,6.29,80.50,80.78,80.78,80.36,79.74,78.18,2016-08-03,1019.4,23.0,68.7,16.9
10,6.65,6.99,7.18,7.17,6.89,6.00,79.51,79.90,80.25,80.15,79.77,78.28,2016-08-03,1019.7,22.9,69.0,17.0
11,7.04,7.34,7.48,7.45,7.21,6.38,74.66,75.27,75.64,75.71,75.55,74.20,2016-08-03,1020.1,23.0,69.6,17.1
12,6.92,7.21,7.37,7.39,7.18,6.35,70.48,71.18,71.64,71.71,71.39,69.70,2016-08-03,1020.5,23.0,71.3,17.5
13,6.69,6.99,7.13,7.10,6.84,5.98,69.37,70.14,70.66,70.83,70.63,69.35,2016-08-03,1021.2,23.4,69.3,17.4
14,6.42,6.68,6.80,6.78,6.56,5.84,70.66,71.09,71.20,70.96,70.63,69.46,2016-08-03,1021.3,23.2,71.2,17.7
15,7.40,7.66,7.81,7.80,7.55,6.81,73.61,74.15,74.58,74.74,74.53,73.88,2016-08-03,1021.4,23.1,73.4,18.1
16,6.91,7.20,7.38,7.38,7.10,6.28,78.38,78.73,78.89,78.88,78.60,77.67,2016-08-03,1021.7,23.4,68.8,17.3
17,7.26,7.50,7.64,7.62,7.36,6.61,78.01,78.42,78.68,78.61,78.30,77.68,2016-08-03,1021.7,23.4,68.5,17.3
18,6.90,7.16,7.31,7.31,7.08,6.36,80.18,80.72,81.08,81.01,80.66,80.89,2016-08-03,1021.7,23.5,66.6,16.9
19,6.73,6.99,7.14,7.13,6.88,6.16,79.41,79.81,80.08,80.03,79.80,79.80,2016-08-03,1021.6,23.6,66.8,17.1
20,6.57,6.83,6.99,6.99,6.78,6.08,75.65,76.05,76.20,76.06,75.73,75.21,2016-08-03,1021.3,23.6,64.7,16.6
21,6.76,7.02,7.16,7.16,6.96,6.32,74.83,75.49,75.98,75.97,75.59,75.02,2016-08-03,1020.8,23.7,64.9,16.7
22,6.88,7.11,7.24,7.26,7.09,6.51,78.61,78.83,78.99,78.86,78.56,78.29,2016-08-03,1020.6,23.7,67.2,17.3
23,6.50,6.71,6.83,6.85,6.69,6.19,82.15,82.49,82.80,82.83,82.60,82.64,2016-08-03,1020.5,23.8,68.0,17.5
24,5.02,5.22,5.29,5.29,5.17,4.73,82.18,82.63,83.15,83.08,82.73,82.79,2016-08-03,1020.9,23.7,68.2,17.4
1,4.73,4.92,5.00,5.02,4.91,4.49,75.50,76.06,76.46,76.47,76.27,75.81,2016-08-04,1021.0,23.4,68.9,17.4
2,4.55,4.72,4.80,4.83,4.74,4.39,79.07,79.42,79.81,79.73,79.16,79.06,2016-08-04,1021.2,23.5,68.7,17.4
3,4.77,4.97,5.07,5.08,4.96,4.54,88.24,88.55,88.64,88.34,87.88,88.34,2016-08-04,1021.3,23.6,68.1,17.4
4,5.15,5.38,5.48,5.48,5.33,4.94,102.43,102.45,102.70,102.50,102.18,103.52,2016-08-04,1021.1,23.7,64.5,16.6
5,5.44,5.66,5.79,5.81,5.68,5.27,103.61,103.57,103.69,103.59,103.55,104.77,2016-08-04,1020.8,23.7,65.4,16.8
6,4.73,4.94,5.04,5.05,4.92,4.56,95.15,95.31,95.39,95.03,94.65,94.93,2016-08-04,1020.6,23.7,65.9,16.9
7,4.22,4.40,4.47,4.49,4.40,4.03,85.82,86.10,86.39,86.21,85.56,85.54,2016-08-04,1020.5,23.6,65.4,16.8
8,4.19,4.37,4.48,4.52,4.42,4.03,85.70,86.13,86.56,86.25,85.65,85.23,2016-08-04,1020.2,23.7,64.4,16.6
9,4.47,4.65,4.73,4.74,4.62,4.24,88.23,88.25,88.61,88.65,88.46,88.98,2016-08-04,1020.1,23.8,65.1,16.8
10,4.28,4.46,4.53,4.53,4.44,4.07,86.99,87.32,87.61,87.48,87.15,87.67,2016-08-04,1020.4,23.7,65.5,16.9
11,4.14,4.31,4.38,4.40,4.29,3.91,84.07,84.38,84.83,84.74,84.48,84.93,2016-08-04,1020.9,23.9,65.3,16.9
12,4.44,4.62,4.71,4.75,4.68,4.26,81.69,82.26,82.77,82.63,82.15,82.20,2016-08-04,1021.2,24.4,64.4,17.2
13,5.21,5.39,5.48,5.48,5.35,4.89,76.20,76.73,77.09,77.07,76.87,76.63,2016-08-04,1021.5,24.4,64.8,17.4
14,4.90,5.14,5.25,5.27,5.13,4.55,78.48,79.13,79.67,79.78,79.36,78.60,2016-08-04,1021.6,24.2,65.0,17.2
15,5.15,5.45,5.57,5.55,5.33,4.63,82.31,82.81,83.14,82.96,82.48,82.51,2016-08-04,1021.7,24.1,64.3,17.0
16,4.24,4.57,4.70,4.67,4.44,3.68,88.01,88.32,88.50,88.10,87.51,89.25,2016-08-04,1021.7,24.1,62.8,16.5
17,3.47,3.83,3.94,3.91,3.70,2.86,88.18,88.64,89.09,88.85,88.17,90.33,2016-08-04,1021.7,24.0,62.8,16.5
18,3.56,4.01,4.15,4.09,3.79,2.61,83.47,83.95,84.03,83.30,81.67,78.85,2016-08-04,1021.8,24.1,61.5,16.2
19,3.73,4.21,4.37,4.33,4.01,2.63,88.32,88.56,88.92,88.52,87.33,83.91,2016-08-04,1021.7,24.0,63.2,16.6
20,3.87,4.39,4.55,4.45,4.08,2.51,98.64,98.05,98.26,97.84,97.11,96.80,2016-08-04,1021.1,23.9,62.8,16.4
21,3.25,3.92,4.13,4.01,3.54,1.95,99.53,98.27,98.56,98.31,97.32,97.24,2016-08-04,1020.8,24.1,58.4,15.4
22,2.86,3.52,3.71,3.63,3.22,2.18,80.59,82.41,83.58,83.46,81.34,74.72,2016-08-04,1020.5,24.1,59.4,15.7
23,3.10,3.76,3.95,3.85,3.41,2.54,78.43,80.54,81.14,80.30,77.65,69.50,2016-08-04,1020.1,24.1,59.7,15.8
24,2.67,3.38,3.58,3.49,3.04,2.15,79.61,81.83,82.79,82.08,79.55,70.95,2016-08-04,1019.7,23.9,59.1,15.4
1,1.97,2.67,2.86,2.80,2.40,1.69,75.89,79.36,80.37,79.17,75.26,63.13,2016-08-05,1019.5,23.6,60.7,15.5
2,1.77,2.42,2.56,2.49,2.12,1.43,86.64,87.23,88.22,87.18,84.36,72.75,2016-08-05,1019.5,23.5,62.2,15.8
3,1.55,2.21,2.36,2.29,1.91,1.25,90.67,90.34,91.77,91.51,88.61,77.15,2016-08-05,1019.4,23.3,63.1,15.9
4,1.12,1.78,1.89,1.83,1.53,1.03,80.84,83.93,85.60,84.73,80.80,65.69,2016-08-05,1019.4,23.3,64.0,16.1
5,0.94,1.52,1.64,1.61,1.37,1.03,59.07,72.74,75.15,73.74,67.01,45.45,2016-08-05,1019.5,23.2,64.4,16.1
6,1.07,1.48,1.58,1.56,1.40,1.18,26.10,52.61,56.45,55.90,48.19,30.24,2016-08-05,1019.2,23.1,64.6,16.1
7,1.02,1.17,1.23,1.22,1.16,1.10,-16.41,38.30,40.76,34.81,21.21,-10.14,2016-08-05,1018.7,23.1,64.9,16.1
8,1.15,0.73,0.77,0.77,0.81,0.80,-112.99,-24.99,-14.93,-32.65,-68.56,-79.25,2016-08-05,1018.6,23.0,64.6,16.0
9,1.52,1.37,1.44,1.41,1.33,1.05,-71.19,-8.97,-3.73,-18.29,-28.41,-48.09,2016-08-05,1018.6,23.0,65.0,16.0
10,1.62,1.57,1.65,1.61,1.47,1.03,-92.97,28.80,52.23,43.56,31.24,-35.17,2016-08-05,1018.5,22.9,67.9,16.6
11,1.43,1.33,1.35,1.28,1.15,1.02,-108.90,-108.34,-91.79,-85.54,-85.00,-79.55,2016-08-05,1018.6,23.3,71.9,17.9
12,1.25,1.13,1.02,0.87,0.85,0.79,-76.43,-73.66,-72.73,-66.44,-62.60,-71.14,2016-08-05,1018.6,23.8,71.2,18.3
13,1.17,1.07,1.12,1.11,1.08,1.02,-64.33,-50.31,-42.86,-38.57,-28.97,-50.16,2016-08-05,1018.5,24.1,68.7,17.9
14,0.84,0.99,1.06,1.07,1.07,1.06,27.23,38.29,42.69,32.40,17.07,3.27,2016-08-05,1018.3,24.3,67.3,17.8
15,1.35,1.44,1.48,1.45,1.36,1.16,24.43,36.36,39.85,41.38,31.38,31.49,2016-08-05,1018.5,23.9,68.7,17.8
16,2.30,2.67,2.74,2.67,2.43,1.96,88.09,88.21,88.82,88.47,87.01,81.96,2016-08-05,1018.2,23.6,67.8,17.3
17,2.30,2.98,3.16,3.07,2.57,1.72,80.22,82.12,82.99,82.32,79.65,68.75,2016-08-05,1017.6,23.8,64.2,16.7
18,2.69,3.41,3.60,3.48,2.95,2.12,67.45,71.64,72.20,70.57,66.06,53.58,2016-08-05,1017.4,24.0,64.0,16.8
19,2.92,3.66,3.88,3.73,3.13,2.14,72.24,75.07,74.94,73.23,69.94,57.58,2016-08-05,1017.1,24.3,62.8,16.8
20,3.33,4.18,4.52,4.26,3.44,2.10,79.81,82.18,82.92,82.31,80.64,70.73,2016-08-05,1016.5,24.5,60.3,16.4
21,3.81,4.77,5.15,4.88,3.97,2.41,82.84,84.22,84.85,84.49,83.18,73.97,2016-08-05,1015.7,24.7,60.9,16.6
22,4.34,5.34,5.70,5.46,4.58,2.75,84.53,85.79,86.47,85.91,84.40,74.04,2016-08-05,1015.1,24.7,62.5,17.1
23,4.15,5.06,5.43,5.23,4.49,2.71,81.12,82.71,83.41,82.72,81.33,71.12,2016-08-05,1014.4,24.6,63.0,17.1
24,4.61,5.52,5.86,5.67,4.93,3.15,84.75,85.74,86.29,85.94,85.24,77.26,2016-08-05,1014.1,24.7,64.3,17.5
1,5.30,6.04,6.32,6.18,5.57,3.92,82.04,82.89,83.20,82.85,81.79,76.76,2016-08-06,1013.9,24.6,65.8,17.8
2,5.52,6.12,6.35,6.23,5.79,4.48,78.19,79.05,79.71,79.70,79.18,76.03,2016-08-06,1013.9,24.7,69.1,18.6
3,6.61,7.26,7.51,7.44,6.98,5.58,77.33,78.04,78.39,78.09,77.30,74.04,2016-08-06,1013.6,24.8,69.6,18.9
4,7.70,8.30,8.53,8.46,8.01,6.63,73.29,74.08,74.37,74.16,73.59,70.91,2016-08-06,1013.3,24.8,72.7,19.6
5,8.13,8.70,8.95,8.92,8.54,7.38,68.81,69.66,69.93,69.54,68.61,65.71,2016-08-06,1013.2,24.9,75.2,20.2
6,7.19,7.71,8.00,8.08,7.91,7.05,63.25,64.02,64.14,63.77,62.65,59.17,2016-08-06,1012.7,24.8,78.7,20.9
7,6.81,7.33,7.67,7.85,7.83,7.29,61.00,61.91,62.21,61.91,60.82,58.02,2016-08-06,1012.1,24.7,82.0,21.5
8,6.97,7.55,8.00,8.30,8.37,8.06,56.82,57.91,58.28,58.18,57.67,56.90,2016-08-06,1011.5,24.7,86.2,22.3
9,6.53,7.02,7.44,7.75,7.85,7.65,59.80,60.81,61.38,61.57,61.13,59.85,2016-08-06,1011.1,24.8,88.8,22.8
10,7.68,8.15,8.53,8.61,8.41,7.38,63.96,64.68,65.30,64.89,66.56,62.80,2016-08-06,1011.0,24.6,89.5,22.7
11,7.75,7.87,8.09,8.15,8.10,7.68,62.59,62.58,63.73,65.23,67.23,67.90,2016-08-06,1010.9,24.5,91.1,23.0
12,8.22,8.47,8.70,8.85,8.80,8.22,77.72,79.74,81.50,82.72,83.78,85.55,2016-08-06,1010.6,24.4,91.6,22.9
13,6.19,6.61,7.05,7.42,7.81,8.25,70.45,71.01,71.26,71.30,71.43,72.22,2016-08-06,1010.4,24.9,90.7,23.2
14,8.08,8.42,8.74,8.98,9.08,8.82,67.12,68.64,70.57,72.63,74.43,76.87,2016-08-06,1009.9,25.3,92.0,23.9
15,7.82,7.82,7.63,7.38,7.06,6.48,70.00,72.09,74.88,77.98,81.48,87.82,2016-08-06,1009.7,25.4,92.6,24.1
16,7.72,7.55,7.18,6.79,6.37,5.61,63.45,66.02,68.30,70.34,72.52,76.44,2016-08-06,1009.4,25.4,92.7,24.1
17,8.23,8.31,8.06,7.67,7.14,6.15,55.50,58.42,60.33,61.06,61.98,64.34,2016-08-06,1008.8,25.6,92.3,24.3
18,8.30,8.56,8.50,8.20,7.77,6.90,53.47,56.37,59.36,61.56,63.13,64.34,2016-08-06,1008.6,26.1,90.8,24.4
19,9.49,9.99,10.28,10.15,9.75,8.82,52.95,54.35,56.22,57.65,59.17,63.06,2016-08-06,1008.1,26.2,90.8,24.6
20,9.48,9.96,10.21,9.93,9.35,8.33,55.47,56.90,58.43,59.28,60.16,61.66,2016-08-06,1007.6,26.4,90.4,24.7
21,10.13,10.32,10.12,9.74,9.20,8.20,60.60,62.05,62.75,63.01,63.61,65.53,2016-08-06,1007.1,26.6,89.4,24.7
22,9.41,9.35,9.03,8.80,8.51,7.91,65.92,69.41,72.35,74.74,77.01,80.23,2016-08-06,1006.7,26.7,88.9,24.7
23,9.45,9.31,8.93,8.62,8.34,7.81,73.57,76.59,79.91,82.53,84.72,87.88,2016-08-06,1006.6,26.5,89.0,24.6
24,8.50,8.54,8.41,8.27,8.06,7.60,86.31,90.46,94.18,96.95,99.48,103.27,2016-08-06,1006.8,26.3,90.0,24.5
1,6.72,7.00,7.31,7.51,7.56,7.37,106.77,109.07,109.51,109.45,109.51,110.19,2016-08-07,1007.5,26.4,89.3,24.5
2,5.55,5.79,6.01,6.18,6.24,6.16,103.56,104.69,105.20,105.40,105.85,107.08,2016-08-07,1008.2,26.6,88.4,24.5
3,4.98,5.13,5.25,5.35,5.38,5.26,137.59,136.24,134.42,132.91,130.35,129.38,2016-08-07,1008.4,26.4,84.9,23.7
4,2.88,3.34,3.73,3.98,4.07,3.83,116.28,117.64,116.84,115.52,114.12,113.21,2016-08-07,1008.4,26.2,78.3,22.2
5,3.85,4.20,4.56,4.86,5.01,5.04,96.38,98.13,98.63,98.44,98.99,102.86,2016-08-07,1008.7,26.0,82.7,22.8
6,6.94,7.35,7.75,8.04,8.11,7.74,107.86,108.66,109.08,110.12,111.45,115.08,2016-08-07,1008.9,26.1,77.2,21.8
7,7.08,7.60,8.14,8.54,8.71,8.14,97.80,98.57,98.75,99.15,99.61,100.26,2016-08-07,1009.0,25.5,75.1,20.7
8,7.76,8.19,8.65,9.03,9.22,8.94,85.10,85.82,86.27,86.87,87.77,89.06,2016-08-07,1009.5,24.8,74.0,19.9
9,6.34,6.72,7.17,7.58,7.83,7.67,77.54,77.55,77.11,77.29,78.04,77.92,2016-08-07,1010.1,24.2,73.9,19.2
10,6.38,6.82,7.31,7.71,7.94,7.23,71.77,72.49,73.16,74.19,75.39,76.60,2016-08-07,1010.6,23.7,73.4,18.7
11,6.08,6.57,7.10,7.51,7.73,6.71,62.73,63.70,64.70,65.73,66.71,69.33,2016-08-07,1011.2,23.9,68.6,17.8
12,5.40,5.73,6.07,6.32,6.50,6.04,61.83,63.76,65.65,67.33,68.20,69.25,2016-08-07,1011.8,24.6,63.6,17.3
13,6.40,6.70,7.01,7.19,7.21,6.54,51.67,52.73,53.58,53.88,53.52,54.44,2016-08-07,1012.3,24.8,62.2,17.0
14,5.68,5.88,6.02,6.03,5.91,5.25,47.16,47.58,47.94,48.03,47.00,45.94,2016-08-07,1012.6,25.0,60.8,17.0
15,3.98,4.07,4.11,4.08,4.01,3.57,36.79,37.01,36.54,35.49,33.27,29.11,2016-08-07,1012.9,25.7,60.2,17.4
16,1.30,1.37,1.46,1.51,1.57,1.62,3.62,12.22,10.86,6.30,0.35,-12.49,2016-08-07,1012.9,26.5,61.5,18.4
17,0.57,0.56,0.70,0.82,0.94,1.22,-51.76,-25.12,-4.18,-6.41,-15.63,-23.55,2016-08-07,1013.1,27.3,55.4,17.5
18,1.79,1.71,1.60,1.44,1.23,0.95,43.19,51.58,57.22,56.75,37.04,-16.91,2016-08-07,1013.2,27.0,58.0,18.0
19,3.13,3.17,3.10,2.87,2.51,1.62,98.29,102.28,105.95,109.24,113.28,115.07,2016-08-07,1013.0,27.0,61.7,19.0
20,4.01,4.15,4.22,4.15,3.89,3.18,90.12,92.74,94.78,96.31,98.21,101.82,2016-08-07,1012.9,27.1,66.0,20.1
21,4.56,4.75,4.90,4.90,4.71,3.97,81.01,82.77,84.36,86.01,87.16,88.24,2016-08-07,1012.8,27.0,67.5,20.4
22,4.38,4.59,4.69,4.54,4.14,3.34,88.94,93.76,98.95,104.37,110.75,122.49,2016-08-07,1012.8,27.0,69.9,21.0
23,2.71,2.88,2.98,3.04,3.04,2.94,81.14,70.25,49.80,36.80,17.73,-50.66,2016-08-07,1012.8,27.8,65.1,20.5
24,5.10,5.34,5.56,5.57,5.41,4.75,75.93,77.09,77.56,77.93,77.35,76.45,2016-08-07,1012.8,28.5,57.0,19.2
1,4.71,4.82,4.93,5.04,5.14,4.65,9.08,11.07,12.53,13.50,13.86,13.14,2016-08-08,1013.5,27.6,62.3,19.7
2,3.95,4.04,4.12,4.04,3.87,2.96,37.08,41.93,46.31,49.31,50.56,49.55,2016-08-08,1014.4,27.0,65.1,19.9
3,2.63,2.64,2.68,2.57,2.30,1.48,48.25,54.97,60.04,62.20,60.35,49.72,2016-08-08,1014.5,26.6,67.7,20.2
4,2.00,1.88,1.89,1.81,1.65,1.07,31.71,38.82,42.08,42.96,40.60,21.73,2016-08-08,1014.4,26.3,71.6,20.7
5,1.61,1.36,1.28,1.15,1.05,0.84,5.02,6.69,9.14,5.73,1.84,-25.38,2016-08-08,1014.7,25.8,70.4,20.0
6,1.83,1.40,1.25,1.11,1.02,1.03,18.29,9.93,5.60,-3.25,-14.90,-49.31,2016-08-08,1014.9,25.2,70.3,19.5
7,1.95,1.64,1.48,1.45,1.48,1.41,-7.96,-15.78,-22.60,-33.65,-41.93,-54.21,2016-08-08,1015.1,25.1,70.8,19.4
8,2.64,2.60,2.56,2.32,2.21,1.77,25.46,17.42,9.26,-0.96,-10.91,-32.22,2016-08-08,1015.4,25.2,69.8,19.3
9,3.06,3.25,3.30,3.04,2.93,2.21,23.44,21.64,17.48,12.54,5.67,-12.95,2016-08-08,1015.9,25.3,64.9,18.2
10,2.70,2.91,3.05,2.99,2.98,2.36,20.55,21.21,20.76,18.34,14.54,1.49,2016-08-08,1016.3,25.4,66.0,18.6
11,2.40,2.58,2.78,2.81,2.73,2.20,21.93,21.44,21.28,19.50,15.71,4.68,2016-08-08,1016.7,25.1,68.7,18.9
12,3.97,4.22,4.41,4.29,3.96,2.55,43.68,48.02,51.79,52.87,51.84,44.20,2016-08-08,1017.0,25.7,64.3,18.4
13,3.58,3.73,3.91,4.04,4.08,3.29,62.91,66.11,68.91,71.76,73.59,73.96,2016-08-08,1017.4,25.8,68.5,19.5
14,3.23,3.41,3.56,3.62,3.61,2.84,79.72,81.84,83.02,83.83,84.03,85.77,2016-08-08,1017.8,26.1,67.7,19.7
15,3.28,3.47,3.59,3.59,3.51,2.62,79.52,80.83,80.74,80.50,79.11,76.06,2016-08-08,1018.1,26.1,69.4,20.1
16,2.98,3.16,3.28,3.28,3.20,2.36,68.96,71.14,71.62,72.02,70.82,66.41,2016-08-08,1018.3,26.3,68.6,20.0
17,2.52,2.67,2.76,2.76,2.70,2.09,60.86,63.10,63.97,64.75,64.35,58.75,2016-08-08,1018.2,26.2,71.2,20.6
18,2.55,2.68,2.76,2.76,2.70,2.12,57.91,60.94,62.13,62.82,61.79,56.45,2016-08-08,1018.3,26.3,71.8,20.8
19,2.47,2.61,2.71,2.71,2.66,1.98,68.30,70.52,71.11,71.72,71.03,66.62,2016-08-08,1018.2,26.4,72.1,21.0
20,2.73,2.86,2.94,2.91,2.82,2.19,51.59,55.22,56.88,57.96,57.23,52.77,2016-08-08,1018.2,26.2,73.8,21.2
21,4.20,4.38,4.51,4.45,4.28,3.25,79.47,81.70,83.31,84.71,85.73,88.35,2016-08-08,1018.0,25.6,76.2,21.1
22,4.17,4.37,4.52,4.48,4.32,3.39,89.09,91.02,92.24,93.24,93.76,95.68,2016-08-08,1018.0,25.4,77.1,21.1
23,3.63,3.81,3.94,3.93,3.83,3.04,92.76,94.76,95.80,96.59,97.34,100.43,2016-08-08,1018.1,25.5,78.1,21.4
24,3.30,3.48,3.62,3.62,3.48,2.61,93.78,95.69,96.24,96.64,96.98,99.17,2016-08-08,1018.1,25.7,78.3,21.6
1,2.34,2.54,2.65,2.63,2.44,1.75,101.43,102.05,102.92,102.86,102.74,103.26,2016-08-09,1018.6,25.7,76.8,21.3
2,2.49,2.69,2.86,2.83,2.61,1.83,126.14,126.54,127.61,127.43,127.68,130.04,2016-08-09,1019.2,25.7,76.1,21.2
3,2.39,2.57,2.74,2.71,2.50,1.90,132.47,132.86,134.05,135.51,138.91,150.14,2016-08-09,1019.9,25.7,78.4,21.6
4,2.42,2.60,2.72,2.68,2.50,2.01,111.01,113.70,117.33,126.83,131.38,119.04,2016-08-09,1020.3,25.6,80.8,22.1
5,1.05,0.96,0.89,0.78,0.65,0.49,-101.81,-106.80,-120.46,-111.47,-87.15,-39.30,2016-08-09,1020.8,25.4,81.6,22.0
6,1.78,1.56,1.34,1.12,0.87,0.50,128.21,126.47,130.53,127.66,114.43,64.14,2016-08-09,1021.0,24.9,84.5,22.1
7,2.83,2.65,2.24,1.67,1.17,0.83,112.94,113.73,113.46,109.02,100.56,40.06,2016-08-09,1021.0,24.5,84.5,21.7
8,2.34,2.08,1.55,0.92,0.61,1.29,110.18,108.93,103.21,87.29,25.52,-32.12,2016-08-09,1021.1,24.2,84.5,21.4
9,1.66,1.31,0.93,0.72,0.81,1.45,119.83,86.35,16.66,-28.16,-63.19,-67.60,2016-08-09,1021.1,24.0,84.4,21.2
10,1.46,1.24,0.99,0.75,0.61,1.07,101.51,107.92,89.60,51.59,-21.14,-90.71,2016-08-09,1021.5,24.0,84.9,21.3
11,0.74,0.92,1.31,1.57,1.77,2.05,87.60,-18.29,-90.38,-113.41,-116.22,-125.51,2016-08-09,1022.0,24.1,85.4,21.5
12,0.84,1.27,1.76,2.10,2.38,2.79,-71.98,-71.18,-66.28,-74.61,-89.65,-102.59,2016-08-09,1022.5,26.5,78.7,22.5
13,0.98,1.12,1.42,1.72,1.99,2.36,90.26,100.06,114.29,117.04,123.08,102.87,2016-08-09,1023.0,26.3,82.1,23.0
14,2.11,2.36,2.64,2.81,2.89,2.63,107.36,112.36,117.51,120.43,121.45,121.77,2016-08-09,1023.6,25.8,83.3,22.7
15,3.02,3.32,3.46,3.40,3.05,2.17,102.37,103.16,104.04,103.72,102.02,98.32,2016-08-09,1023.8,26.3,70.3,20.5
16,3.25,3.53,3.66,3.60,3.30,2.42,99.65,100.68,101.14,100.27,98.33,94.46,2016-08-09,1024.0,26.2,72.0,20.8
17,3.96,4.27,4.43,4.34,3.95,2.91,96.13,97.08,97.66,97.39,95.84,92.17,2016-08-09,1024.0,26.3,72.2,20.9
18,4.13,4.48,4.65,4.57,4.18,3.13,87.98,89.81,90.53,90.26,88.37,83.26,2016-08-09,1023.8,26.4,71.3,20.7
19,4.41,4.76,4.97,4.90,4.57,3.57,83.24,84.83,85.34,85.18,84.21,79.98,2016-08-09,1023.5,26.5,69.8,20.5
20,4.57,4.89,5.07,5.03,4.73,3.82,75.39,76.80,77.30,77.29,76.20,71.74,2016-08-09,1023.3,26.7,69.5,20.6
21,4.52,4.81,4.98,4.96,4.71,3.96,70.05,71.83,72.55,72.62,71.86,68.08,2016-08-09,1023.2,26.8,70.6,21.0
22,5.08,5.36,5.54,5.51,5.26,4.49,72.22,73.66,74.38,74.51,73.88,71.01,2016-08-09,1023.0,26.8,71.6,21.2
23,4.96,5.20,5.36,5.36,5.17,4.51,77.98,78.86,79.26,79.32,78.75,76.17,2016-08-09,1022.9,26.8,75.9,22.2
24,5.15,5.39,5.57,5.56,5.38,4.73,85.42,86.14,86.65,86.74,86.20,83.68,2016-08-09,1022.8,26.5,77.5,22.2
1,5.82,6.12,6.33,6.37,6.20,5.38,91.80,92.60,93.13,93.17,92.90,91.11,2016-08-10,1022.7,26.4,77.4,22.1
2,6.33,6.66,6.89,6.95,6.87,6.14,98.30,98.72,98.96,98.87,98.68,97.53,2016-08-10,1023.2,26.5,78.3,22.4
3,6.85,7.25,7.55,7.65,7.59,6.71,100.26,100.74,101.06,101.12,100.92,100.11,2016-08-10,1023.2,26.6,75.7,22.0
4,6.37,6.75,7.07,7.24,7.26,6.66,101.03,101.32,101.52,101.42,101.18,100.54,2016-08-10,1023.3,26.5,79.9,22.8
